Heading,Merged Text
"Kashmir’s apple orchards, millions of jobs, face threat from rail line","Apple farming is Kashmir’s biggest economic driver, employing millions. Now a new railway project threatens many of those livelihoods.
Indian-administered Kashmir –Muhammad Shafi was working in his apple orchard in October last year, in Indian-administered Kashmir, when a group of men rushed in and started measuring his land without asking for his approval.
When he asked the men who they were and what were they doing on his land, Shafi said their response left him stunned. They were government officials sent to mark and measure his orchard for the construction of a railway line.
“They said the land will be used to lay a railway track and a road,” Shafi, 65, told Al Jazeera at his home in the Himalayan region’s Bijbehara area of Anantnag district. “They asked us to refrain from working on our lands.”
Since the officials’ visit, Shafi’s 1,500 sq metre (16,145 sq ft) apple farm has been deserted. Buds have formed on the branches, trees are mulched and it is time to spray them with pesticides.
But Shafi cannot tend to his farm, which is now lined with two 15cm (0.5 ft) concrete poles earmarked by the authorities for the proposed 77km (48-mile) Anantnag-Bijbehara-Pahalgam railway line, one among five such projects totalling about 190km (118 miles) across the picturesque Kashmir valley.
The land to be acquired for the construction is highly fertile for growing apples, the best-known export from the region.
Apple farming is the largest employment generator in Indian-administered Jammu and Kashmir, with nearly 3.5 million farmers – 27 percent of the region’s population – involved in growing the fruit, whose export contributes more than 8 percent to the region’s gross domestic product (GDP).
The apple growers say they have invested their entire lives – and their limited resources – in raising the orchards, only for them to be forcefully taken away by the authorities. Shafi’s orchard effectively belongs to the government now, an acquisition he did not sign up for.
Farmers said they received no formal notice from authorities before officials arrived to review their land — there was only an informal message circulating on WhatApp alerting residents of plans for the rail line.
Many residents said that government survey teams came to measure their orchards accompanied by police and security forces – in effect to prevent any meaningful resistance from farmers.
“We are not even allowed to protest or raise our voice,” said Shafi. “We are helpless.”
Still, many Kashmiri farmers have taken to street protests since the land acquisition began. At one such protest in Shopian, known as the “apple bowl of Kashmir”, Wamiq* from southern Kashmir’s Shopian district said the farmers had little option but to fight for their land. He has a 5,000 sq metre (54,000 sq ft) apple orchard now at risk of government takeover.
“There is already a dearth of job opportunities and now they are depriving us from the only means we have. We don’t have any other skill, we don’t know how to survive without this and no money would compensate [for] the loss,” the 25-year-old said.
“We will anyway die of starvation if they take our land, so it is better to die while fighting for our land,’’ he added.
To be sure, Kashmiris have long sought better connectivity. The Kashmir valley region has one national highway that often gets blocked by landslides and falling rocks during inclement weather in summer and snow during the winter, disconnecting it from the rest of the country, sometimes for days.
Three decades ago, in the mid-1990s, the Indian government began a railway project in several phases, to end that dependence on the highway. This project is expected to be completed by August and will for the first time connect Kashmir to the rest of India through an all-weather rail line.
Last year, the Indian government approved a project to extend this rail initiative further, within Kashmir — including the Anantnag-Bijbehara-Pahalgam that will be built through Shafi’s farm.
The move could help improve transport within Kashmir. But many Kashmiris say the construction of the railway line would mean acquiring nearly 278 hectares (686 acres) of highly fertile lands, most of which are home to apple orchards.
Shamshada Akhtar, a farmer in Anantnag, is among those who may soon lose their orchard. “We spent ample money raising the orchard – the labour costs, fertilisers, pesticides every year for more than 12 years… For what? Only to let authorities take it away on some meagre compensation,” the 43-year-old said.
Officials have not disclosed details of the compensation that would be paid but many growers say they do not want the money.
“One-time compensation is not going to feed us forever. The orchards are not only the source of livelihood for us but for our future generations,” said Akhtar. “This is an emotion for growers like us.”
The fear of losing land – and livelihoods – among residents in Indian-administered Kashmir is compounded by distrust of Prime Minister Narendra Modi’s Hindu majoritarian Bharatiya Janata Party (BJP) government, which in 2019 scrapped the region’s special semi-autonomous status and brought it under the direct control of New Delhi.
The government claimed the move would bring peace, speed up investment and create more jobs in the country’s largest Muslim-majority region, which for decades has been the site of a bloody rebellion against Indian rule and in which tens of thousands of people, most of them civilians, have been killed.
But the scrapping of Kashmir’s special status was accompanied by a stringent months-long clampdown which saw the region’s political leaders arrested and basic rights of residents curtailed in order to prevent street protests. Meanwhile, a series of laws were passed by the federal government to further tighten its control over the region, leading to fears of a demographic change and loss of lands and livelihoods.
Shafi said the officials who surveyed his land told him the railway line that would come there would cater primarily to a Hindu pilgrimage to a site in Pahalgam, a famous tourist resort in the Anantnag district.
However, Altaf Thakur, a regional spokesman for the BJP, rejected those suggestions. The railway lines, he said, “will be used by all the people throughout the year and no religious colour should be given to it”.
Then there are ecological concerns as well. Some experts believe the railway lines will reduce forest cover, posing a threat to the local economy and ecology.
Kashmiri environmentalist Raja Muzaffar Bhat told Al Jazeera the authorities should instead “put in efforts to save the land instead of using it for construction purposes”.
“The main railway connection was much-needed but the railway lines through Shopian, Anantnag and other districts require ample trees to be cut, which will put the livelihoods of lakhs [hundreds of thousands] of people in the region at stake,” he said.
Bhat argued the land acquisition is also a violation of a law implemented in 2019 that guaranteed fair compensation, transparency and rehabilitation for those affected by such infrastructure projects. “It’s a democratic law in which you have to consult every stakeholder before acquiring any land,” he said. “Without taking the locals into confidence, putting concrete poles on the land without any notice is unlawful.”
But BJP spokesman Thakur dismissed the charge that laws have been violated. “This step has been taken after taking the environmental factors into consideration and after consulting all stakeholders in the region,” he told Al Jazeera.
When asked about allegations of land grabs by the government to expand the railways, he said: “At this moment, I don’t know what people want but for these railway projects, some land would be needed and some trees will be cut during the process. So we all should wholeheartedly welcome this development in the region.”
Michael Kugelman, the director of the South Asia Institute at the Wilson Center in Washington, DC, said infrastructure projects “seen as more innocuous” before 2019 are now regarded by the Kashmiris “with more suspicion”.
“Especially given that for many in Kashmir, it’s not a lack of development that concerns the local residents but more so, the level of control of the government in New Delhi,” he said. “For many in Kashmir, it’s a case of New Delhi bringing in more of what is neither needed nor wanted.”
Kugelman said that there is “no reason to believe” that locals would have problems with temporary visitors, such as the pilgrims or the tourists. “The concern is more about the potential for new investors and other residents that plan to come for the long haul – and what that may mean in terms of longer-term social and demographic implications.”
Meanwhile, at Bijbehara, Shafi, a father of four, said he initially worked as a labourer in others’ apple orchards to feed his family until he was able to buy a farm for himself. He said the trees he worked on for nearly a decade have finally started bearing apples, fetching the family about 500,000 rupees (about $6,000) annually.
Now, he rarely visits his orchard. “It distresses me each time I see my orchard, the budding flowers on trees,” he said as tears well up in his eyes.
“It haunts me to even think about how I would be able to provide a livelihood to my children.”
*One farmer’s name has been changed at his request because of fears of retribution from the government.









Follow Al Jazeera English:"
Apple Awas Yojana: Apple ecosystem pivots to housing factory workers after job boom,"DownloadThe Economic Times News Appto get Daily Market Updates & Live Business News.
Subscribe toThe Economic Times Primeand read theET ePaperonline.
DownloadThe Economic Times News Appto get Daily Market Updates & Live Business News.
Subscribe toThe Economic Times Primeand read theET ePaperonline.

Dimon says US stock exchanges have too few companies. India has a different problem
How this Indian state is showing the way to treat cancer patients
Where did it all go wrong for Ola Cabs' international business?
Here is what it takes to get a job at an Apple supplier
India is abandoning this healthy habit in droves
Meesho is taking a road less travelled to keep up in its fight with Amazon, Flipkart
Tejaswi Yadav responds to BJP's 'Seasonal Sanatani' remark
Kejriwal in jail: AAP's Raaj Kumar Anand resigns
Amit Shah takes jibe at West Bengal CM on CAA
India didn't interfere in Canadian election, China did
'MNS started supporting Maharashtra’s enemies'
PM hits out at Opposition over ‘Katchatheevu’ row
Pakistan loses Saudi Arabia's support on Kashmir issue
Giriraj Singh calls Tejashwi Yadav ‘Seasonal Sanatani’
'Will finish BRS in 100 days' says TPCC Gen Secy
Eid-ul-Fitr festivities begin across India
Trending Now
Hot on Web
In Case you missed it
Top Calculators
Top Definitions
Most Searched IFSC Codes
Top Story Listing
Top Searched Companies
Top Prime Articles
Top Slideshow
Top Videos
Private Companies
Follow us on:
Find this comment offensive?
Choose your reason below and click on the Report button. This will alert our moderators to take action
Reason for reporting:
Your Reason has been Reported to the admin.
Log In/Connect with:
Will be displayed
Will not be displayed
Will be displayed
Worry not. You’re just a step away.
It seems like you're already an ETPrime member with
Login using your ET Prime credentials to enjoy all member benefits
Log out of your current logged-in accountand log in again using your ET Prime credentials  to enjoy all member benefits.
Exclusive Economic Times Stories, Editorials & Expert opinionacross 20+ sectors
Stock analysis. Market Research. Industry Trendson 4000+ Stocks
​Get1 Year Complimentary Subscription of TOI+worth Rs.799/-​
Stories you might be interested in"
Apple is reportedly planning a big AI-focused M4 Mac upgrade,"ByEmma Roth,a news writer who covers the streaming wars, consumer tech, crypto, social media, and much more. Previously, she was a writer and editor at MUO.
Apple is getting ready to refresh its entire lineup of Macs with M4 processors that have an emphasis on AI, according to a report fromBloomberg’s Mark Gurman. The new M4-equipped Macs will reportedly start arriving later this year, with the rest coming in early 2025.
Even though Apple just launched itsfirst MacBook Prowith an M3 chip in November 2023, the company is “nearing production” on its M4 chip, sources tellBloomberg. Apple will reportedly emphasize the M4’s AI-processing capabilities once released, which likely comes in response to theslew of rival “AI PCs” hittingthe market and aslowdown in Mac sales.
The M4 chip will come in at least three different tiers, including the entry-level M4 chip codenamed Donan, the mid-tier Brava, and the highest-performing Hidra chip, according toBloomberg. Apple will reportedly add Donan to the entry-level MacBook Pro, its MacBook Airs, and the lower-end Mac Mini. Meanwhile,Bloombergsays Apple will reserve the mid-tier Brava for the higher-specced MacBook Pros, Mac Minis, and the Mac Studio, while adding the top-tier Hidra chip to the Mac Pro.
We will likely get more of a window into the AI features Apple is planning when it holds its annualWorldwide Developers Conference on June 10th.
/Sign up for Verge Deals to get deals on products we've tested sent to your inbox weekly.
The Verge is a vox media network
©2024Vox Media, LLC. All Rights Reserved"
Apple changes ‘state-backed’ hacking language months after India ‘pressure’,"To enjoy additional benefits
CONNECT WITH US
April 11, 2024 05:48 pm | Updated 06:17 pm IST - NEW DELHI
Photo used for representation purpose only.
| Photo Credit: Reuters
Apple, Inc. is now calling “state-backed attackers”“mercenary” hackers in email alerts to affected customers, and has changed this language on support documentation on its website as well. This change from the iPhone maker comesmonths after a report of “pressure” from the Indian governmentto give authorities deniability for hacking attempts on political leaders, journalists and activists, who have repeatedly been alerted of unauthorised intrusions into their phones from spyware like Pegasus, which the Intelligence Bureau acquired in 2017.
The change, which now takes direct heat off of any individual nation-states following hacking attempts, coincided with media reports on Thursday morning claiming that a fresh batch of such notifications were sent to users in India and 91 other countries. However, hours after these reports came up, not a single user in any of these countries has publicly reported receiving such an alert. Last November, Apple and the Union government misleadingly claimed that users in 150 countries received such hacking alerts, when in fact only users in India reported receiving them that week.
An Apple spokesperson declined to comment on the record on the change in language. Three people who have received such alerts previously in India toldThe Hinduthat they didn’t receive any in the last day. London-based rights group Amnesty International has opened a digital security helpline for individuals who received the alert.
Last December,The Washington Posthad reported that “senior Modi administration officials called Apple’s India representatives to demand that the company help soften the political impact of the warnings,” referring to November’s alerts. At least two individuals who received the alerts that month — the Congress party’s Praveen Chakravarty and news portalThe Wire’s founder editor Siddharth Varadarajan — found in separate forensic examinations that their phones had traces of the Pegasus spyware.
technology (general)/cyber crime
BACK TO TOP
Terms & conditions|Institutional Subscriber
Comments have to be in English, and in full sentences. They cannot be abusive or personal. Please abide by ourcommunity guidelinesfor posting your comments.
We have migrated to a new commenting platform. If you are already a registered user of The Hindu and logged in, you may continue to engage with our articles. If you do not have an account please register and login to post comments. Users can access their older comments by logging into their accounts on Vuukle."
Bloomberg,"To continue, please click the box below to let us know you're not a robot.
Please make sure your browser supports JavaScript and cookies and that you are not
            blocking them from loading.
            For more information you can review ourTerms of
                ServiceandCookie Policy.
For inquiries related to this message pleasecontact
            our support teamand provide the reference ID below."
"Explained: Apple warns iPhone users in India about spyware attack, what are these notifications, what they say and more","The TOI Tech Desk is a dedicated team of journalists committed to delivering the latest and most relevant news from the world of technology to readers of The Times of India. TOI Tech Desk’s news coverage spans a wide spectrum across gadget launches, gadget reviews, trends, in-depth analysis, exclusive reports and breaking stories that impact technology and the digital universe. Be it how-tos or the latest happenings in AI, cybersecurity, personal gadgets, platforms like WhatsApp, Instagram, Facebook and more; TOI Tech Desk brings the news with accuracy and authenticity.Read More"
Apple Warns iPhone Users of 'Mercenary Spyware' Attack in 92 Countries,"Photo Credit: Pexels/  @iamhogir
Apple has advised users targeted by mercenary spyware to enable Lockdown Mode on their devices
Applehas warned users in several countries that they might have been the target of a mercenary spyware attack. The alert was issued toiPhoneowners in 92 countries and the company has not attributed these attacks to specific groups and has not revealed a list of countries where users were alerted. Meanwhile, the iPhone maker has also updated its support document with details on how these threat notifications work, along with information for users who might have been targeted by mercenary spyware attacks.
The company has warned users in 92 countries that their iPhone might have been targeted with mercenaryspyware. “Apple detected that you are being targeted by a mercenary spyware attack that is trying to remotely compromise the iPhone associated with your Apple ID -xxx-,” the company says in the email sent out to users on April 10 at 12pm PT (12:30am IST on Thursday) viewed by Gadgets 360.
The email informs users asks users to take the warning seriously, adding that that Apple has ""high confidence"" in the warning — even though it is never possible to achieve absolute certainty when detecting such attacks. Apple's email also states that it has notified users in 150 countries to date, and the company does not attribute these targeted spyware attacks — including those using software likePegasusdeveloped byNSO Group— to specific attackers or geographic regions.
Apple has advised users who received the threat notification email to enable Lockdown Mode on their iPhone — a special mode that reduces the avenues for spyware attacks by disabling several features. Users are also advised toupdate to iOS 17.4.1and keep other devices, messaging, and cloud apps updated. Users targeted by mercenary spyware are also advised by Apple to enlist expert guidance.

An example of the threat notification displayed on the Apple ID websitePhoto Credit: Apple

The company also updated itssupport documentrelated to threat notifications on Wednesday, explaining how these mercenary spyware attacks work. Once the company detects activity that appears to be consistent with a mercenary attack, it sends an email and iMessage notification to users on their Apple ID-associated email and phone numbers, respectively. Users who sign in to the Apple ID website will also see a Threat Notification banner at the top of the page, according to the support document.
Apple's threat notifications support page also informs users that Apple threat notifications never ask users to click links, open files, install apps, and send their Apple ID password or verification code over the phone or via email, to protect them from fraudulent emails pretending to originate from Apple — the latest threat notification doesn't include clickable links and asks users to type in addresses that are separated by spaces.
For the latesttech newsandreviews, follow Gadgets 360 onX,Facebook,WhatsApp,ThreadsandGoogle News. For the latest videos on gadgets and tech, subscribe to ourYouTube channel. If you want to know everything about top influencers, follow our in-houseWho'sThat360onInstagramandYouTube.
Advertisement
01:19
04:04
02:08
01:58
03:16
Advertisement"
Apple’s latest sci-fi series is the trippy Dark Matter,"ByAndrew Webster,an entertainment editor covering streaming, virtual worlds, and every single Pokémon video game. Andrew joined The Verge in 2012, writing over 4,000 stories.
Apple is continuing its run of streaming sci-fi with the upcomingDark Matter, a thriller about a man who... kidnaps himself. The first trailer looks appropriately trippy and follows a physicist played by Joel Edgerton who is “abducted into an alternate version of his life.” The show involves him trying to get home while navigating this new multiversal reality, which is powered by a big black box that he invented.
The nine-episode-long show is based on the novel of the same name by Blake Crouch and also stars Jennifer Connelly, Alice Braga, Jimmi Simpson, Dayo Okeniyi, and Oakes Fegley. It starts streaming on May 8th with a two-episode premiere, and subsequent episodes debut on Wednesdays after that.
Dark Matterjoins a growing list of science fiction on Apple TV Plus, including recent series likeMonarch: Legacy of Monsters,Constellation,Foundation, andInvasion, alongside upcoming shows based onWilliam Gibson’sNeuromancerandMartha Wells’The Murderbot Diaries.
/Sign up for Verge Deals to get deals on products we've tested sent to your inbox weekly.
The Verge is a vox media network
©2024Vox Media, LLC. All Rights Reserved"
"At $ 14 billion, Apple doubles iPhone output in India","10 Most Affordable Cities in India to Buy a House
Most Visited Monuments in India
The Pros and Cons of Investing in Value Stocks
Investing in Small-Cap Stocks: Top 10 Tips for Absolute Beginners
10 Ways to Earn Money Online by Selling Physical Products
Richest Cricket Players Across the World
10 Things You Didn’t Know About Warren Buffett’s Investment Process
Priyanka Chopra Net Worth: Know How Rich is Global Actress
Top 10 Benefits of Investing in Small-Cap Stocks
15 Best Tax Saving Schemes in India
A SIP calculator is a simple tool that allows individuals to get an idea of the returns on their
This financial tool allows one to resolve their queries related to Public Provident Fund account.
When investing in a fixed deposit, the amount you deposit earns interest as per the prevailing...
The National Pension System or NPS is a measure to introduce a degree of financial stability...
Mutual Funds are one of the most incredible investment strategies that offer better returns..."
Apple Warns Users In 92 Countries They May Have Been Targeted By Mercenary Spyware Attacks,"Apple sent out threat notifications to users in 92 countries on Wednesday, informing them that they may have been the target of “mercenary spyware attacks,” a warning that comes as several countries are preparing to hold critical elections.
iPhone users in 92 countries, including India, received notifications from Apple that their iPhone's... [+]may have been targeted by mercenary spyware attacks.
Appleupdatedthe security notice on its website Wednesday, which states that threat notifications are “designed to inform and assist users who may have been individually targeted by mercenary spyware attacks.”
According to several Indian news outlets, including theEconomic Timesand theIndian Express, some iPhone users in the country received notifications from Apple alerting them of an attack “that is trying to remotely compromise the iPhone associated with your Apple ID.”
The notification informed the user they were likely being targeted specifically “because of who you are or what you do,” and urged them to take it “seriously.”
The reports do not name any individuals in India who received the notifications, but it comes just a week before the start of the country’s six-week general elections—the world’s largest democratic exercise.
Apple doesn’t include specific steps for users who have received the notifications, other than urging them to enlist help from cybersecurity experts.
150. That’s the number of countries in which iPhone users have received threat notifications since 2021, the companysaid.
In October, Apple sent out similar notifications to several prominent political leaders in India who represented opposition parties. Rahul Gandhi, the top leader of Congress—India’s main opposition party—told reporters he and several members of his and other opposition parties had received notifications that their iPhones were being targeted by “state-sponsored attackers.” At the time, Gandhi called out Prime Minister Narendra Modi’s government and accused them of carrying out the attack. Prominent activists and journalists who are critical of the Modi government alsoreceivedthe notification at the time. Appleconfirmedit had sent out the notifications but said it had not attributed it to a “specific state-sponsored attacker.” In late December, Amnesty International said it had conducted a forensic investigation toconfirmApple’s findings and said NSO Group’s Pegasus spyware was used to carry out the attacks. Indian authorities publicly denied carrying out the attacks but, according to theWashington Post, they reportedly pressured Apple to “come up with alternative explanations for the warnings to users,” to ease the political fallout.
Apple warns users of ""mercenary spyware"" attack; India, 91 other countries impacted(Economic Times)
Apple warns some Indian users their iPhone may be bugged by Pegasus-type spyware(Indian Express)
"
Apple Researchers Are Building AI Model Called ‘Ferret UI’ That Can Navigate Through iOS,"Photo Credit: Pexels/Mateusz Taciak
The LLM is designed to automate the perception and interaction within smartphone user interfaces
Appleresearchers have published yet another paper on artificial intelligence (AI) models, and this time the focus is on understanding and navigating through smartphone user interfaces (UI). The yet-to-be peer-reviewed research paper highlights a large language model (LLM) dubbed Ferret UI, which can go beyond traditional computer vision and understand complex smartphone screens. Notably, this is not the first paper on AI published by the research division of the tech giant. It has already published apaperon multimodal LLMs (MLLMs) andanotheron on-device AI models.
The pre-print version of the researchpaperhas been published on arXiv, an open-access online repository of scholarly papers. The paper is titled “Ferret-UI: Grounded Mobile UI Understanding with Multimodal LLMs” and focuses on expanding the use case of MLLMs. It highlights that most language models with multimodal capabilities cannot understand beyond natural images and are functionality “restricted”. It also states the need for AI models to understand complex and dynamic interfaces such as those on a smartphone.
As per the paper, Ferret UI is “designed to execute precise referring and grounding tasks specific to UI screens, while adeptly interpreting and acting upon open-ended language instructions.” In simple terms, the vision language model can not only process a smartphone screen with multiple elements representing different information but it can also tell a user about them when prompted with a query.

How Ferret UI processes information on a screenPhoto Credit: Apple

Based on an image shared in the paper, the model can understand and classify widgets and recognise icons. It can also answer questions such as “Where is the launch icon”, and “How do I open the Reminders app”. This shows that the AI is not only capable of explaining the screen it sees, but can also navigate to different parts of an iPhone based on a prompt.
To train Ferret UI, the Apple researchers created data of varying complexities themselves. This helped the model in learning basic tasks and understanding single-step processes. “For advanced tasks, we use GPT-4 [40] to generate data, including detailed description, conversation perception, conversation interaction, and function inference. These advanced tasks prepare the model to engage in more nuanced discussions about visual components, formulate action plans with specific goals in mind, and interpret the general purpose of a screen,” the paper explained.
The paper is promising, and if it passes the peer-review stage, Apple might be able to utilise this capability to add powerful tools to theiPhonethat can perform complex UI navigation tasks with simple text or verbal prompts. This capability appears to be ideal for Siri.
For the latesttech newsandreviews, follow Gadgets 360 onX,Facebook,WhatsApp,ThreadsandGoogle News. For the latest videos on gadgets and tech, subscribe to ourYouTube channel. If you want to know everything about top influencers, follow our in-houseWho'sThat360onInstagramandYouTube.
Advertisement
01:19
04:04
02:08
01:58
03:16
Advertisement"
Access Denied,
"Apple warns users in 91 countries, including India, of Pegasus-like 'mercenary spyware' attacks","NEW DELHI: iPhone maker Apple has issued a series of fresh notifications to users in 91 other countries, including India, cautioning them of 'mercenary spyware' including Pegasus malware that has stirred up significant controversy in recent times.
These new alerts, also received by users in India, are part of cautionary measures warning owners about potential risks to their privacy and data security.
In October 2023, Apple had sent a similar notification to political leaders across various parties in the country, including Congress's Shashi Tharoor, Aam Aadmi Party's Raghav Chadha, and Trinamool Congress' Mahua Moitra. The alert warned of a ""potential state-sponsored spyware attack"" targeting their iPhones.
In 2021, the Supreme Court had formed a committee of technical experts to look into allegations of unauthorised surveillance using the Pegasus software developed by Israeli firm NSO Group.
In August 2022, the Supreme Court-appointed committee concluded that the spyware was not found in the 29 mobile phones examined by it, but malware was found in five mobile phones.
Apple noted that according to public reporting and research by civil society organisations, technology firms and journalists, individually targeted attacks of such exceptional cost and complexity have historically been associated with state actors, including private companies developing mercenary spyware on their behalf, such as Pegasus from the NSO Group.
It said that, though deployed against a very small number of individuals—often journalists, activists, politicians and diplomats—mercenary spyware attacks are ongoing and global.
Since 2021, Apple has said that it has sent out threat notifications multiple times a year as it has detected these attacks, and to date, the company has notified users in over 150 countries in total.
""The extreme cost, sophistication and worldwide nature of mercenary spyware attacks makes them some of the most advanced digital threats in existence today. As a result, Apple does not attribute the attacks or resulting threat notifications to any specific attackers or geographical regions,"" it said.
The phone maker, in its notification, provides additional steps that users can take to help protect their devices, including enabling Lockdown Mode.
Apple advised its users to update their devices with the latest security patches and exercise caution while interacting with suspicious links or messages.
Follow The New Indian Express channel on WhatsApp
Download the TNIE app to stay with us and follow the latest

Copyright - newindianexpress.com 2024. All rights reserved.
"
Keeping iPhone Data Hidden From Apple Is ‘Virtually Impossible’,"Apple’s iPhone is known for its privacy credentials. “Privacy. That’s Apple,”readsone of the iPhone maker’s advertising slogans.
It may therefore come as a surprise that privacy researchers have issued a new warning, after finding the iPhone is not as private as it seems. According to researchers at Finland’sAalto University, keeping your iPhone, MacBook and iPad personal data hidden from Apple is “virtually impossible.”
Despite Apple’s privacy focus, your iPhone might not be as private as you think, according to a new... [+]warning from researchers.
While everyone knows about the risks posed by third party apps—and Apple offers itsApp Tracking Transparencyfeatures to counter this—the data collected by the iPhone maker’s own apps is a problem, the Finnish researchers say.
These are Apple’s own apps that come pre-loaded. They are “pretty much unavoidable on a new device, be it a computer, tablet or mobile phone,” the researchers said in astatement.
The researchers studied eight apps available oniPhones, iPads and Macs: Safari, Siri, Family Sharing, iMessage, FaceTime, Location Services, Find My and Touch ID. First, they collected all publicly available privacy-related information on theseapps, including technical documentation and privacy policies and user manuals.
The apps chosen “are an integral part of the platform and ecosystem” that are “glued to the platform”—and “getting rid of them is virtually impossible,” associate professor Janne Lindqvist, head of the computer science department at Aalto said.
The researchers said they were surprised “by the fragility” of Apple’sprivacyprotections. Making things worse, the user interface is designed to be confusing for Apple users, the researchers said.
For example, the user is given the option to enable Siri, but “enabling” only refers to whether you use Siri's voice control. “Siri collects data in the background from other apps you use, regardless of your choice, unless you understand how to go into the settings and specifically change that,” said Lindqvist.
In fact, you can’t easily stop data sharing in any of the iPhone apps studied, according to the researchers. “In practice, protecting privacy on an Apple device requires persistent and expert clicking on each app individually. Apple's help falls short.”
Amel Bourdoucen, a doctoral researcher at Aalto, calls Apple’s online instructions for restricting data access “complex and confusing,” pointing out that the steps required are “scattered in different places.”
While it’s only one study, the findings of the research are certainly a concern andas the researchers ask, what does Apple do with all that data?
While they caveat that it’s impossible to know for sure, Lindqvist suggests the data will be used to “train the artificial intelligence system behind Siri and to provide personalised user experiences, among other things.”
Apple has not confirmed or denied this. I have contacted the iPhone maker for a comment and will update this article if the firm responds.
The privacy versus functionality issue is an age-old problem. Of course you want your iPhone to work effectively and integrate with the rest of the Apple ecosystem. Why else would you only buy Apple devices?
But the researchers think Apple could inform users much more clearly than it does today. They also say you can solve the issue of Apple’s data collection by opting for third party apps that are easy to manage, such as Firefox rather than Safari.
The research does raise interesting points, but it’s important to note firstly that it doesn’t cover Google’s Android at all, which I expect is much worse when compared to Apple.
At the same time, while the researchers found limiting data collection was difficult, Apple has introduced numerous privacy settings and controls that make the iPhone a device worth having.
You can quite easily go through your iPhone Settings and ensure you lock down everything that you can. Go to Settings > Privacy & Security and work your way down the list to restrict permissions for third party and Apple apps—ensuring you aren’t sharing analytics with the iPhone maker. Even doing this is a good start.
"
